ref_id,ALL,UTR5,CDS,UTR3
Y76A2B.1a.3,1-3510,1-23,24-3197,3198-3510
Y76A2B.1b.1,1-3803,1-17,18-3323,3324-3803
Y76A2B.1b.2,1-3720,1-19,20-3325,3326-3720
Y76A2B.1b.3,1-3638,1-19,20-3325,3326-3638
Y76A2B.1c.1,1-4028,1-17,18-3428,3429-4028
Y76A2B.1c.2,1-3976,1-19,20-3430,3431-3976
Y76A2B.1d.1,1-3907,1-28,29-3307,3308-3907
Y76A2B.1d.2,1-4413,1-23,24-3302,3303-4413
Y76A2B.1d.3,1-3848,1-23,24-3302,3303-3848
Y76A2B.2.1,1-2437,1-66,67-2415,2416-2437
Y76A2B.3.1,1-2137,1-5,6-2069,2070-2137
Y76A2B.3.2,1-2283,1-130,131-2194,2195-2283
Y76A2B.4.1,1-726,1-20,21-479,480-726
Y76A2B.5.1,1-1110,1-1,2-853,854-1110
Y76A2B.5.2,1-1126,1-17,18-869,870-1126
Y76A2B.6.1,1-2330,1-48,49-1725,1726-2330
Y76B12C.1a.1,1-2658,1-54,55-2514,2515-2658
Y76B12C.1b.1,1-753,,1-639,640-753
Y76B12C.2.1,1-4497,1-2,3-3362,3363-4497
Y76B12C.3a.1,1-604,1-3,4-462,463-604
Y76B12C.3b.1,1-308,1-9,10-171,172-308
Y76B12C.4a.1,1-848,,1-759,760-848
Y76B12C.4b.1,1-381,,1-345,346-381
Y76B12C.6a.1,1-2440,1-40,41-1696,1697-2440
Y76B12C.6a.2,1-2330,1-40,41-1696,1697-2330
Y76B12C.6b.1,1-2443,1-38,39-1703,1704-2443
Y76B12C.6b.2,1-2543,1-40,41-1705,1706-2543
Y76B12C.7a.1,1-4485,1-4,5-4369,4370-4485
Y76B12C.7b.1,1-3908,,1-3792,3793-3908
Y76B12C.7c.1,1-1175,,1-1059,1060-1175
Y76B12C.7d.1,1-451,,1-336,337-451
Y76B12C.8.1,1-320,,1-258,259-320
Y76B12C.8.2,1-327,1-12,13-270,271-327
Y76B12C.9.1,1-704,1-228,229-426,427-704
Y76B12C.9.2,1-672,1-163,164-361,362-672
Y77E11A.10.1,1-2069,1-55,56-1939,1940-2069
Y77E11A.11a.1,1-2499,,1-2337,2338-2499
Y77E11A.11b.1,1-1039,,1-876,877-1039
Y77E11A.12a.1,1-1773,1-1,2-1636,1637-1773
Y77E11A.12b.1,1-2088,1-16,17-1951,1952-2088
Y77E11A.12c.1,1-462,,1-327,328-462
Y77E11A.13a.1,1-1142,1-15,16-957,958-1142
Y77E11A.13a.2,1-1786,1-633,634-1575,1576-1786
Y77E11A.13b.1,1-870,1-17,18-653,654-870
Y77E11A.14a.1,1-293,,1-225,226-293
Y77E11A.14b.1,1-555,,1-483,484-555
Y77E11A.14c.1,1-504,,1-432,433-504
Y77E11A.15.1,1-930,,1-891,892-930
Y77E11A.15.2,1-1004,1-74,75-965,966-1004
Y77E11A.16.1,1-1256,1-147,148-1179,1180-1256
Y77E11A.1a.1,1-1663,1-14,15-1370,1371-1663
Y77E11A.1a.2,1-1715,1-64,65-1420,1421-1715
Y77E11A.1a.3,1-1734,1-85,86-1441,1442-1734
Y77E11A.1b.1,1-1081,,1-789,790-1081
Y77E11A.1c.1,1-919,,1-627,628-919
Y77E11A.2.1,1-1280,1-9,10-1122,1123-1280
Y77E11A.23.1,1-1053,1-24,25-528,529-1053
Y77E11A.4.1,1-649,1-59,60-563,564-649
Y77E11A.4.2,1-694,1-59,60-563,564-694
Y77E11A.6a.1,1-819,1-4,5-331,332-819
Y77E11A.6a.2,1-439,1-4,5-331,332-439
Y77E11A.6b.1,1-578,,1-90,91-578
Y77E11A.7a.1,1-2161,1-2,3-1820,1821-2161
Y77E11A.7d.1,1-2206,1-2,3-1865,1866-2206
Y77E11A.7g.1,1-2173,1-8,9-1832,1833-2173
Y77E11A.7j.1,1-2211,1-1,2-1870,1871-2211
Y77E11A.8.1,1-1053,1-189,190-1053,
Y77E11A.9.1,1-891,,1-891,
Y79H2A.11a.1,1-2790,1-85,86-2494,2495-2790
Y79H2A.11a.2,1-2783,1-78,79-2487,2488-2783
Y79H2A.11a.3,1-2770,1-65,66-2474,2475-2770
Y79H2A.11a.4,1-2733,1-28,29-2437,2438-2733
Y79H2A.11b.1,1-2246,,1-1950,1951-2246
Y79H2A.12.1,1-794,1-58,59-586,587-794
Y79H2A.1a.1,1-1804,,1-1659,1660-1804
Y79H2A.1a.2,1-1757,1-4,5-1663,1664-1757
Y79H2A.1b.1,1-1550,,1-1401,1402-1550
Y79H2A.1c.1,1-1698,,1-1548,1549-1698
Y79H2A.1d.1,1-1388,,1-1239,1240-1388
Y79H2A.1e.1,1-1754,,1-1605,1606-1754
Y79H2A.2a.1,1-614,1-64,65-568,569-614
Y79H2A.2b.1,1-397,,1-354,355-397
Y79H2A.3a.1,1-6054,1-10,11-5866,5867-6054
Y79H2A.3b.1,1-3292,1-10,11-3292,
Y79H2A.3c.1,1-3271,1-10,11-3271,
Y79H2A.3d.1,1-6033,1-10,11-5845,5846-6033
Y79H2A.3e.1,1-6018,1-10,11-5830,5831-6018
Y79H2A.3f.1,1-4615,1-10,11-4615,
Y79H2A.3g.1,1-4118,,1-3930,3931-4118
Y79H2A.4.1,1-600,,1-600,
Y79H2A.6a.1,1-1380,1-3,4-1110,1111-1380
Y79H2A.6b.1,1-1401,1-3,4-1131,1132-1401
Y79H2A.6b.2,1-1203,1-3,4-1131,1132-1203
Y7A5A.1.1,1-1708,1-2,3-1619,1620-1708
Y7A5A.1.2,1-1724,1-18,19-1635,1636-1724
Y7A5A.10.1,1-475,1-2,3-272,273-475
Y7A5A.13.1,1-198,,1-198,
Y7A5A.2.1,1-552,1-6,7-441,442-552
Y7A5A.20.1,1-264,,1-264,
Y7A5A.24.1,1-270,,1-270,
Y7A5A.25.1,1-619,1-176,177-377,378-619
Y7A5A.3.1,1-703,1-313,314-703,
Y7A5A.5.1,1-198,,1-198,
Y7A5A.6.1,1-363,1-1,2-265,266-363
Y7A5A.7.1,1-1152,,1-1152,
Y7A5A.8.1,1-409,,1-219,220-409
Y7A5A.9.1,1-291,1-78,79-219,220-291
Y7A9A.1.1,1-2344,1-65,66-1889,1890-2344
Y7A9C.7.1,1-936,,1-936,
Y7A9C.9.1,1-963,,1-963,
Y7A9D.1.1,1-583,1-58,59-406,407-583
Y80D3A.1.1,1-2019,1-17,18-1271,1272-2019
Y80D3A.1.2,1-1958,1-17,18-1271,1272-1958
Y80D3A.10.1,1-443,1-5,6-284,285-443
Y80D3A.2a.1,1-4875,1-6,7-4410,4411-4875
Y80D3A.2b.1,1-1223,,1-759,760-1223
Y80D3A.2c.1,1-788,1-9,10-324,325-788
Y80D3A.2d.1,1-2417,,1-1953,1954-2417
Y80D3A.2e.1,1-1316,1-6,7-1266,1267-1316
Y80D3A.3.1,1-967,,1-705,706-967
Y80D3A.4.1,1-1319,1-11,12-1286,1287-1319
Y80D3A.5.1,1-1822,1-4,5-1540,1541-1822
Y80D3A.7a.1,1-2771,1-7,8-2674,2675-2771
Y80D3A.7b.1,1-2066,,1-2043,2044-2066
Y80D3A.8.1,1-3840,,1-3828,3829-3840
Y80D3A.9.1,1-879,1-11,12-851,852-879
Y80D4G.2.1,1-527,1-30,31-360,361-527
Y81B9A.1.1,1-1740,,1-1740,
Y81B9A.2.1,1-276,,1-276,
Y81B9A.3.1,1-394,,1-288,289-394
Y81B9A.4.1,1-495,,1-495,
Y81G3A.1.1,1-1165,1-152,153-884,885-1165
Y81G3A.2.1,1-261,,1-261,
Y81G3A.3a.1,1-5667,1-136,137-5227,5228-5667
Y81G3A.3a.2,1-5629,1-98,99-5189,5190-5629
Y81G3A.3a.3,1-5536,1-5,6-5096,5097-5536
Y81G3A.3a.4,1-5490,1-5,6-5096,5097-5490
Y81G3A.3b.1,1-5676,1-136,137-5236,5237-5676
Y81G3A.3b.2,1-5638,1-98,99-5198,5199-5638
Y81G3A.3b.3,1-5545,1-5,6-5105,5106-5545
Y81G3A.3b.4,1-5499,1-5,6-5105,5106-5499
Y81G3A.4a.1,1-1109,1-243,244-1038,1039-1109
Y81G3A.4b.1,1-699,,1-624,625-699
Y81G3A.5a.1,1-1165,1-193,194-1165,
Y81G3A.5b.1,1-537,,1-537,
Y81G3A.6.1,1-493,1-64,65-466,467-493
Y82E9BL.1.1,1-375,,1-375,
Y82E9BL.10.1,1-1442,1-514,515-1426,1427-1442
Y82E9BL.11.1,1-998,1-10,11-916,917-998
Y82E9BL.12.1,1-1027,,1-1011,1012-1027
Y82E9BL.13.1,1-1036,1-45,46-948,949-1036
Y82E9BL.14.1,1-1028,1-47,48-953,954-1028
Y82E9BL.15.1,1-947,,1-921,922-947
Y82E9BL.16.1,1-754,1-26,27-749,750-754
Y82E9BL.17.1,1-1054,1-27,28-1002,1003-1054
Y82E9BL.18.1,1-1062,1-53,54-968,969-1062
Y82E9BL.19.1,1-854,1-40,41-823,824-854
Y82E9BL.2.1,1-684,,1-684,
Y82E9BL.3.1,1-759,,1-759,
Y82E9BL.4.1,1-854,1-50,51-854,
Y82E9BL.5.1,1-753,,1-753,
Y82E9BL.6.1,1-866,,1-762,763-866
Y82E9BL.7.1,1-1034,1-28,29-1015,1016-1034
Y82E9BL.8.1,1-1105,1-7,8-988,989-1105
Y82E9BR.1.1,1-1886,,1-1605,1606-1886
Y82E9BR.10.1,1-297,,1-297,
Y82E9BR.11.1,1-645,,1-645,
Y82E9BR.12.1,1-1102,1-99,100-912,913-1102
Y82E9BR.12.2,1-1084,1-91,92-904,905-1084
Y82E9BR.13.1,1-870,1-18,19-774,775-870
Y82E9BR.14a.1,1-982,,1-696,697-982
Y82E9BR.14a.2,1-1932,1-945,946-1641,1642-1932
Y82E9BR.14b.1,1-1133,,1-915,916-1133
Y82E9BR.15.1,1-526,1-1,2-376,377-526
Y82E9BR.15.10,1-1747,,1-375,376-1747
Y82E9BR.15.2,1-1820,1-3,4-378,379-1820
Y82E9BR.15.3,1-1692,1-3,4-378,379-1692
Y82E9BR.15.4,1-1754,1-3,4-378,379-1754
Y82E9BR.15.5,1-1755,1-3,4-378,379-1755
Y82E9BR.15.6,1-1607,1-3,4-378,379-1607
Y82E9BR.15.7,1-489,1-3,4-378,379-489
Y82E9BR.15.8,1-1373,1-1,2-376,377-1373
Y82E9BR.15.9,1-1717,,1-375,376-1717
Y82E9BR.16a.1,1-1857,1-11,12-1739,1740-1857
Y82E9BR.16b.1,1-1774,1-1255,1256-1654,1655-1774
Y82E9BR.16b.10,1-1707,1-1188,1189-1587,1588-1707
Y82E9BR.16b.11,1-1527,1-1016,1017-1415,1416-1527
Y82E9BR.16b.12,1-1293,1-782,783-1181,1182-1293
Y82E9BR.16b.13,1-677,1-166,167-565,566-677
Y82E9BR.16b.14,1-709,1-198,199-597,598-709
Y82E9BR.16b.2,1-1752,1-1241,1242-1640,1641-1752
Y82E9BR.16b.3,1-1773,1-1254,1255-1653,1654-1773
Y82E9BR.16b.4,1-1756,1-1245,1246-1644,1645-1756
Y82E9BR.16b.5,1-1748,1-1237,1238-1636,1637-1748
Y82E9BR.16b.6,1-1743,1-1224,1225-1623,1624-1743
Y82E9BR.16b.7,1-1762,1-1243,1244-1642,1643-1762
Y82E9BR.16b.8,1-1767,1-1248,1249-1647,1648-1767
Y82E9BR.16b.9,1-1292,1-781,782-1180,1181-1292
Y82E9BR.17a.1,1-1579,1-13,14-1468,1469-1579
Y82E9BR.17b.1,1-864,1-450,451-756,757-864
Y82E9BR.18.1,1-2984,1-30,31-2796,2797-2984
Y82E9BR.18.2,1-2972,1-18,19-2784,2785-2972
Y82E9BR.18.3,1-2948,1-32,33-2798,2799-2948
Y82E9BR.19.1,1-2603,,1-1254,1255-2603
Y82E9BR.19.2,1-2612,1-11,12-1265,1266-2612
Y82E9BR.19.3,1-2570,,1-1254,1255-2570
Y82E9BR.2.1,1-2048,1-264,265-1857,1858-2048
Y82E9BR.20.1,1-505,1-3,4-138,139-505
Y82E9BR.20.2,1-755,1-253,254-388,389-755
Y82E9BR.21.1,1-972,1-111,112-882,883-972
Y82E9BR.21.2,1-2356,1-1495,1496-2266,2267-2356
Y82E9BR.22.1,1-318,1-1,2-211,212-318
Y82E9BR.23a.1,1-932,1-17,18-791,792-932
Y82E9BR.23b.1,1-965,1-26,27-824,825-965
Y82E9BR.25.1,1-1161,1-189,190-1161,
Y82E9BR.3.1,1-380,1-15,16-366,367-380
Y82E9BR.3.2,1-510,1-21,22-372,373-510
Y82E9BR.3.3,1-609,1-21,22-372,373-609
Y82E9BR.3.4,1-469,1-21,22-372,373-469
Y82E9BR.3.5,1-530,1-15,16-366,367-530
Y82E9BR.3.6,1-603,1-15,16-366,367-603
Y82E9BR.3.7,1-424,1-15,16-366,367-424
Y82E9BR.3.8,1-440,1-28,29-379,380-440
Y82E9BR.32.1,1-574,1-28,29-574,
Y82E9BR.4.1,1-1074,1-21,22-978,979-1074
Y82E9BR.5.1,1-1560,1-819,820-945,946-1560
Y82E9BR.5.2,1-1115,1-433,434-559,560-1115
Y82E9BR.6.1,1-464,1-106,107-247,248-464
Y82E9BR.6.2,1-362,1-115,116-256,257-362
Y82E9BR.6.3,1-461,1-115,116-256,257-461
Y82E9BR.6.4,1-337,1-100,101-241,242-337
Y82E9BR.6.5,1-340,1-103,104-244,245-340
Y82E9BR.6.6,1-472,1-116,117-257,258-472
Y82E9BR.6.7,1-405,1-163,164-304,305-405
Y82E9BR.7.1,1-1611,,1-1611,
Y82E9BR.8.1,1-1173,,1-1173,
Y82E9BR.9.1,1-420,,1-420,
Y87G2A.1.1,1-2460,,1-2343,2344-2460
Y87G2A.10a.1,1-871,1-7,8-640,641-871
Y87G2A.11.1,1-1437,1-1,2-1090,1091-1437
Y87G2A.13.1,1-1797,,1-1407,1408-1797
Y87G2A.14.1,1-925,1-123,124-828,829-925
Y87G2A.15.1,1-697,1-17,18-647,648-697
Y87G2A.15.2,1-790,1-17,18-647,648-790
Y87G2A.16.1,1-1523,1-437,438-1508,1509-1523
Y87G2A.17.1,1-977,1-19,20-592,593-977
Y87G2A.18.1,1-500,1-3,4-360,361-500
Y87G2A.18.2,1-527,1-33,34-390,391-527
Y87G2A.19.1,1-615,1-134,135-467,468-615
Y87G2A.19.2,1-644,1-163,164-496,497-644
Y87G2A.2.1,1-949,1-27,28-909,910-949
Y87G2A.20.1,1-626,1-16,17-610,611-626
Y87G2A.25.1,1-421,,1-402,403-421
Y87G2A.3a.1,1-1651,1-43,44-1408,1409-1651
Y87G2A.3a.2,1-1997,1-389,390-1754,1755-1997
Y87G2A.3b.1,1-1689,,1-1446,1447-1689
Y87G2A.4.1,1-975,1-4,5-652,653-975
Y87G2A.5.1,1-3568,1-17,18-3170,3171-3568
Y87G2A.5.2,1-3790,1-17,18-3170,3171-3790
Y87G2A.6.1,1-2094,1-9,10-1899,1900-2094
Y87G2A.6.2,1-2112,1-27,28-1917,1918-2112
Y87G2A.7.1,1-1765,,1-1470,1471-1765
Y87G2A.7.2,1-1839,1-2,3-1472,1473-1839
Y87G2A.7.3,1-1947,1-2,3-1472,1473-1947
Y87G2A.8a.1,1-1813,1-2,3-1658,1659-1813
Y87G2A.8a.2,1-1892,1-55,56-1711,1712-1892
Y87G2A.8a.3,1-1898,1-61,62-1717,1718-1898
Y87G2A.8a.4,1-1889,1-52,53-1708,1709-1889
Y87G2A.8a.5,1-1857,1-20,21-1676,1677-1857
Y87G2A.8b.1,1-2082,1-140,141-1901,1902-2082
Y87G2A.9.1,1-607,1-12,13-525,526-607
Y8A9A.2.1,1-4157,,1-4077,4078-4157
Y8A9A.3.1,1-477,,1-477,
Y8A9A.4.1,1-552,1-228,229-552,
Y8A9A.5.1,1-849,,1-849,
Y8A9A.6.1,1-320,1-5,6-302,303-320
Y8G1A.1a.1,1-843,,1-768,769-843
Y8G1A.1b.1,1-696,,1-621,622-696
Y8G1A.2.1,1-1438,1-53,54-1211,1212-1438
Y92C3A.3.1,1-510,,1-510,
Y92C3B.1.1,1-355,1-19,20-313,314-355
Y92C3B.1.2,1-401,1-23,24-317,318-401
Y92C3B.2a.1,1-1715,,1-1491,1492-1715
Y92C3B.2a.2,1-1730,1-12,13-1503,1504-1730
Y92C3B.2b.1,1-1931,1-1275,1276-1707,1708-1931
Y92C3B.2b.10,1-1690,1-1032,1033-1464,1465-1690
Y92C3B.2b.11,1-1681,1-1023,1024-1455,1456-1681
Y92C3B.2b.12,1-1489,1-831,832-1263,1264-1489
Y92C3B.2b.13,1-1199,1-539,540-971,972-1199
Y92C3B.2b.14,1-1007,1-349,350-781,782-1007
Y92C3B.2b.15,1-1016,1-358,359-790,791-1016
Y92C3B.2b.16,1-756,1-98,99-530,531-756
Y92C3B.2b.17,1-682,1-24,25-456,457-682
Y92C3B.2b.2,1-2014,1-1358,1359-1790,1791-2014
Y92C3B.2b.3,1-4188,1-3532,3533-3964,3965-4188
Y92C3B.2b.4,1-1731,1-1073,1074-1505,1506-1731
Y92C3B.2b.5,1-1732,1-1073,1074-1505,1506-1732
Y92C3B.2b.6,1-1924,1-1266,1267-1698,1699-1924
Y92C3B.2b.7,1-1953,1-1281,1282-1713,1714-1953
Y92C3B.2b.8,1-1687,1-1029,1030-1461,1462-1687
Y92C3B.2b.9,1-1722,1-1064,1065-1496,1497-1722
Y92C3B.3a.1,1-2129,1-4,5-586,587-2129
Y92C3B.3a.2,1-1867,1-4,5-586,587-1867
Y92C3B.3a.3,1-2208,1-83,84-665,666-2208
Y92C3B.3b.1,1-2156,,1-612,613-2156
Y92C3B.3b.2,1-1893,,1-612,613-1893
Y92C3B.3b.3,1-2297,1-141,142-753,754-2297
Y92C3B.3b.4,1-801,1-2,3-614,615-801
Y92C3B.3b.5,1-803,1-1,2-613,614-803
Y92H12A.1a.1,1-2529,,1-1602,1603-2529
Y92H12A.1b.1,1-2541,,1-1614,1615-2541
Y92H12A.1c.1,1-2361,,1-1434,1435-2361
Y92H12A.1d.1,1-1604,,1-678,679-1604
Y92H12A.2a.1,1-2589,1-108,109-2283,2284-2589
Y92H12A.2b.1,1-1798,,1-1491,1492-1798
Y92H12A.4a.1,1-3649,1-7,8-3166,3167-3649
Y92H12A.4a.2,1-4838,1-7,8-3166,3167-4838
Y92H12A.4a.3,1-3588,1-3,4-3162,3163-3588
Y92H12A.4a.4,1-3648,,1-3159,3160-3648
Y92H12A.4c.1,1-3150,,1-2667,2668-3150
Y92H12A.4c.2,1-3156,,1-2667,2668-3156
Y92H12A.4c.3,1-4339,,1-2667,2668-4339
Y92H12A.4d.1,1-2496,,1-2007,2008-2496
Y92H12A.4d.2,1-3679,,1-2007,2008-3679
Y92H12A.4d.3,1-2421,,1-2007,2008-2421
Y92H12A.5a.1,1-5037,1-2,3-4130,4131-5037
Y92H12A.5a.2,1-5043,1-8,9-4136,4137-5043
Y92H12A.5b.1,1-5046,1-2,3-4139,4140-5046
Y92H12BL.1a.1,1-2620,1-115,116-1393,1394-2620
Y92H12BL.1a.2,1-1677,1-115,116-1393,1394-1677
Y92H12BL.1a.3,1-2025,1-115,116-1393,1394-2025
Y92H12BL.1a.4,1-2320,1-115,116-1393,1394-2320
Y92H12BL.1b.1,1-1836,,1-612,613-1836
Y92H12BL.1b.2,1-896,,1-612,613-896
Y92H12BL.1b.3,1-1244,,1-612,613-1244
Y92H12BL.4.1,1-324,,1-324,
Y92H12BL.5.1,1-1384,1-212,213-665,666-1384
Y92H12BL.6.1,1-63,,1-63,
Y92H12BL.7.1,1-528,,1-528,
Y92H12BM.1.1,1-561,,1-561,
Y92H12BR.2.1,1-701,1-14,15-548,549-701
Y92H12BR.3a.1,1-2516,1-9,10-1923,1924-2516
Y92H12BR.3a.2,1-2479,1-4,5-1918,1919-2479
Y92H12BR.3a.3,1-2478,1-4,5-1918,1919-2478
Y92H12BR.3b.1,1-1407,1-4,5-820,821-1407
Y92H12BR.3b.2,1-1381,1-4,5-820,821-1381
Y92H12BR.3b.3,1-1380,1-4,5-820,821-1380
Y92H12BR.6.1,1-1283,1-9,10-1215,1216-1283
Y92H12BR.7.1,1-1758,,1-1725,1726-1758
Y92H12BR.8.1,1-1032,1-13,14-910,911-1032
Y94A7B.1.1,1-981,,1-981,
Y94A7B.11.1,1-222,1-12,13-222,
Y94A7B.3.1,1-720,,1-720,
Y94A7B.4.1,1-984,,1-984,
Y94A7B.5.1,1-984,,1-984,
Y94A7B.6.1,1-1008,,1-1008,
Y94A7B.7.1,1-996,,1-996,
Y94A7B.8.1,1-1032,,1-1032,
Y94A7B.9.1,1-999,,1-999,
Y94H6A.1.1,1-1610,1-12,13-1509,1510-1610
Y94H6A.10.1,1-934,1-161,162-707,708-934
Y94H6A.10.2,1-1481,1-708,709-1254,1255-1481
Y94H6A.10.3,1-1371,1-685,686-1231,1232-1371
Y94H6A.10.4,1-1359,1-685,686-1231,1232-1359
Y94H6A.10.5,1-588,1-11,12-557,558-588
Y94H6A.11a.1,1-2889,,1-963,964-2889
Y94H6A.11b.1,1-2112,,1-186,187-2112
Y94H6A.12a.1,1-431,1-4,5-367,368-431
Y94H6A.12a.2,1-442,1-4,5-367,368-442
Y94H6A.12b.1,1-251,,1-183,184-251
Y94H6A.2.1,1-1282,1-40,41-1282,
Y94H6A.3.1,1-693,1-41,42-602,603-693
Y94H6A.4.1,1-1105,1-281,282-662,663-1105
Y94H6A.5a.1,1-2605,1-7,8-2485,2486-2605
Y94H6A.5b.1,1-388,,1-339,340-388
Y94H6A.6.1,1-1283,1-11,12-662,663-1283
Y94H6A.7.1,1-1353,1-3,4-498,499-1353
Y94H6A.8.1,1-539,,1-441,442-539
Y94H6A.8.2,1-650,,1-441,442-650
Y94H6A.8.3,1-509,1-2,3-443,444-509
Y94H6A.9a.1,1-1158,,1-906,907-1158
Y94H6A.9b.1,1-826,,1-582,583-826
Y94H6A.9c.1,1-392,1-16,17-148,149-392
Y94H6A.9d.1,1-741,,1-741,
Y95B8A.10a.1,1-3015,,1-2283,2284-3015
Y95B8A.10a.2,1-2978,,1-2283,2284-2978
Y95B8A.10a.3,1-2970,,1-2283,2284-2970
Y95B8A.10b.1,1-2493,,1-2094,2095-2493
Y95B8A.10c.1,1-2193,,1-1461,1462-2193
Y95B8A.10c.2,1-2156,,1-1461,1462-2156
Y95B8A.11a.1,1-1404,,1-1242,1243-1404
Y95B8A.11b.1,1-1398,,1-1233,1234-1398
Y95B8A.11c.1,1-485,,1-324,325-485
Y95B8A.12a.1,1-1974,1-10,11-1876,1877-1974
Y95B8A.12b.1,1-1983,1-43,44-1885,1886-1983
Y95B8A.12c.1,1-2023,1-38,39-1925,1926-2023
Y95B8A.12d.1,1-1967,,1-1869,1870-1967
Y95B8A.12e.1,1-1943,,1-1845,1846-1943
Y95B8A.12f.1,1-2011,1-39,40-1902,1903-2011
Y95B8A.1a.1,1-2535,1-142,143-2368,2369-2535
Y95B8A.1b.1,1-913,1-161,162-548,549-913
Y95B8A.4.1,1-944,1-45,46-888,889-944
Y95B8A.5a.1,1-2595,1-4,5-1078,1079-2595
Y95B8A.5b.1,1-432,,1-381,382-432
Y95B8A.5c.1,1-399,,1-348,349-399
Y95B8A.6a.1,1-1427,1-412,413-1006,1007-1427
Y95B8A.6a.2,1-1394,1-396,397-990,991-1394
Y95B8A.6c.1,1-1494,1-178,179-1078,1079-1494
Y95B8A.6d.1,1-772,1-178,179-772,
Y95B8A.8.1,1-3311,1-8,9-2303,2304-3311
Y95B8A.8.2,1-3282,1-8,9-2303,2304-3282
Y95B8A.8.3,1-3056,1-8,9-2303,2304-3056
Y95D11A.1.1,1-556,,1-435,436-556
Y95D11A.3.1,1-1085,1-6,7-804,805-1085
Y95D11A.5.1,1-657,,1-657,
Y97E10AL.1.1,1-723,,1-663,664-723
Y97E10AL.2.1,1-1135,1-50,51-1088,1089-1135
Y97E10AL.2.2,1-1248,1-163,164-1201,1202-1248
Y97E10AL.2.3,1-1267,1-180,181-1218,1219-1267
Y97E10AL.3.1,1-638,1-14,15-536,537-638
Y97E10AL.3.2,1-739,1-115,116-637,638-739
Y97E10AM.1.1,1-677,,1-657,658-677
Y97E10AR.1.1,1-2459,,1-2028,2029-2459
Y97E10AR.1.2,1-2471,1-12,13-2040,2041-2471
Y97E10AR.2a.1,1-2829,1-23,24-2021,2022-2829
Y97E10AR.2b.1,1-2193,,1-1905,1906-2193
Y97E10AR.3.1,1-1037,1-26,27-956,957-1037
Y97E10AR.4.1,1-1648,1-28,29-1576,1577-1648
Y97E10AR.4.2,1-1624,1-3,4-1551,1552-1624
Y97E10AR.4.3,1-1745,1-124,125-1672,1673-1745
Y97E10AR.5.1,1-647,,1-504,505-647
Y97E10AR.5.2,1-573,,1-504,505-573
Y97E10AR.6.1,1-1354,1-3,4-1110,1111-1354
Y97E10AR.7.1,1-510,1-2,3-377,378-510
Y97E10AR.7.2,1-578,,1-375,376-578
Y97E10AR.8.1,1-664,1-10,11-331,332-664
Y97E10B.1.1,1-1556,1-11,12-1556,
Y97E10B.10.1,1-1162,1-16,17-1162,
Y97E10B.2.1,1-945,,1-945,
Y97E10B.3.1,1-921,,1-921,
Y97E10B.4.1,1-918,,1-918,
Y97E10B.7a.1,1-2007,,1-2007,
Y97E10B.7b.1,1-1962,1-306,307-1962,
Y97E10B.9.1,1-933,,1-933,
Y97E10C.1.1,1-1131,1-68,69-236,237-1131
Y97E10C.1.2,1-1103,1-75,76-243,244-1103
Y97E10C.1.3,1-1171,1-134,135-302,303-1171
Y97E10C.1.4,1-593,1-134,135-302,303-593
Y97E10C.1.5,1-1054,1-134,135-302,303-1054
Y9C12A.1.1,1-1476,1-11,12-788,789-1476
Y9C2UA.1a.1,1-1302,1-90,91-1122,1123-1302
Y9C2UA.1a.2,1-1585,1-373,374-1405,1406-1585
Y9C2UA.1a.3,1-1215,1-3,4-1035,1036-1215
Y9C2UA.1b.1,1-1395,1-60,61-1215,1216-1395
Y9C2UA.1c.1,1-1459,1-46,47-1279,1280-1459
Y9C9A.1.1,1-1216,1-121,122-1129,1130-1216
Y9C9A.10.1,1-1023,,1-1023,
Y9C9A.11.1,1-1042,1-7,8-1042,
Y9C9A.12.1,1-916,1-2,3-908,909-916
Y9C9A.13.1,1-1929,1-21,22-1929,
Y9C9A.16a.1,1-1178,,1-1086,1087-1178
Y9C9A.16b.1,1-1390,1-25,26-1294,1295-1390
Y9C9A.18.1,1-1011,,1-1011,
Y9C9A.2.1,1-1029,,1-1029,
Y9C9A.3.1,1-1044,,1-1044,
Y9C9A.4.1,1-1077,1-34,35-1060,1061-1077
Y9C9A.5.1,1-1026,,1-1026,
Y9C9A.6.1,1-1176,1-33,34-1056,1057-1176
Y9C9A.7.1,1-1132,1-11,12-1034,1035-1132
Y9C9A.8.1,1-1363,1-52,53-1300,1301-1363
Y9C9A.9.1,1-1017,,1-1017,
ZC101.2a.1,1-8034,1-91,92-7540,7541-8034
ZC101.2a.2,1-7881,1-91,92-7540,7541-7881
ZC101.2b.1,1-3955,1-91,92-3574,3575-3955
ZC101.2c.1,1-7473,1-91,92-6979,6980-7473
ZC101.2d.1,1-12542,1-160,161-12388,12389-12542
ZC101.2e.1,1-10373,1-91,92-10219,10220-10373
ZC101.2f.1,1-7755,1-91,92-7261,7262-7755
ZC101.2f.2,1-7602,1-91,92-7261,7262-7602
ZC101.2g.1,1-2785,,1-2631,2632-2785
ZC101.2i.1,1-7176,1-91,92-6682,6683-7176
ZC101.2j.1,1-7455,1-91,92-6961,6962-7455
ZC101.2k.1,1-7476,1-91,92-6982,6983-7476
ZC101.2k.2,1-7323,1-91,92-6982,6983-7323
ZC101.2l.1,1-7167,1-91,92-6673,6674-7167
ZC101.2l.2,1-7014,1-91,92-6673,6674-7014
ZC101.2m.1,1-7737,1-91,92-7243,7244-7737
